CD06,UBRIQUE,Nos situamos en el centro de Ubrique y salimos por la A-373 en dirección hacia El Bosque y Ronda.,"En el km. 1,7 giramos a la derecha por la A-2302 hacia Benaocaz y Ronda; durante la ascensión pasamos al lado de Benaocaz y Villaluenga del Rosario.","1,5 kms. después de Villaluenga, en un collado sin señal ni referencia.",,36.70516,-5.37297,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8d717c7640957ae3&hl=es&ie=UTF8&t=m&ll=36.690446,-5.415573&spn=0.110121,0.171318&z=12&output=embed"
BI08,ZAMUDIO / SAN ANTOLÍN,"Salimos de Derio por la BI-737 hacia Zamudio, y entramos, 500 mts. más adelante, en el Polígono Ugaldeguren III pasando sobre las vías del tren. Hacemos izquierda y derecha en apenas 100 mts. y enfilamos hacia las antenas de Ganguren.","En el km. 3,0 alcanzamos la carretera de Artxanda B-3732 y giramos a la izquierda; 3 kms. más adelante, seguimos rectos hacia Urgoiti y El Gallo dejando a la derecha la carretera que baja a Galdakao; 200 mts. más adelante tomamos a la izquierda una pista asfaltada que nos lleva hasta las antenas.","En las antenas de Ganguren. Rodeándolas, tenemos amplias vistas de Bilbao.",,43.26028,-2.8652,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e84a87b18fc83593a&ie=UTF8&t=m&ll=43.272706,-2.87756&spn=0.049995,0.085659&z=13&output=embed"
AS11,SANTA MARINA / LLANUCES,"En la AS-230 al paso por Santa Marina, muy cerca de Bárzana, siguiendo la indicación hacia Pola de Lena.","A los 8 kms. se alcanza el alto de La Cobertoria, y se sigue recto hacia Pola de Lena; a los 9,2 kms. tomamos el desvío a la izquierda que nos lleva hacia El Gamoniteiro.","En las antenas de la cima, con una vista espectacular.",,43.18783,-5.92368,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f80754d043cb9bfe9&hl=es&ie=UTF8&t=m&ll=43.162368,-5.930214&spn=0.10017,0.171318&z=12&output=embed"
AS11,POLA DE LENA,"En Pola de Lena, junto al ayuntamiento, tomando la AS-230 que nos conduce hacia Bárzana y Proaza.",A los 9 kms. tomaremos el desvío a la derecha que nos indica hacia El Gamoniteiro.,"En las antenas de la cima, con una vista espectacular.",,43.18783,-5.92368,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8074df0b5939f802&hl=es&ie=UTF8&t=m&ll=43.164872,-5.877686&spn=0.100166,0.171318&z=12&output=embed"
SV05,EL RUBIO / MARINALEDA,"En una rotonda donde se unen las carreteras que vienen de La Marinaleda y El Rubio en su camino hacia Estepa, cuando quedan 9 kms. para llegara a este último.","En la misma entrada de Estepa, con 8,6 kms. desde el inicio, cogemos la primera calle a la derecha; solo 200 mts. más adelante, nos cruzamos con la Avenida Andalucía y seguimos a la derecha para inmediatamente después, girar a la izquierda, subiendo por la Avenida del Centurión; seguimos por la Calle de la Dehesa, hasta desviarnos a la derecha entre el colegio y el campo de fútbol; algo más adelante, junto al instituto ya veremos la señal que nos indica hacia la Repetidora de Becerrero; al poco de dejar atrás el pueblo, nos topamos con una cadena que habrá que sortear echando pie a tierra.",En las antenas de la Repetidora de Becerrero.,,37.2734,-4.86708,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c85d0d345e03d90&hl=es&ie=UTF8&t=m&ll=37.306556,-4.919472&spn=0.109232,0.171318&z=12&output=embed"
BI05,ALMIKE,"Es la BI-4206 que desde el mismo centro de Bermeo, frente al Casino, asciende a Sollube a través del barrio de Almike.","A los 4 kms. de ascensión, deberemos tomar la carretera a la izquierda que nos conduce a las antenas de Sollube, dejando la visita al puerto de Sollube (a la derecha) para otra ocasión o para la bajada.",En las antenas de lo alto del monte Sollube.,,43.37105,-2.7643,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96e804ad64e2fcbf&hl=es&ie=UTF8&t=m&ll=43.395319,-2.758255&spn=0.099788,0.171318&z=12&output=embed"
BI05,BERMEO,Salimos de Bermeo por la BI-631 que se dirige al puerto de Sollube y a Mungia.,"A los 5,2 kms. de ascensión, alcanzamos el puerto de Sollube y el restaurante Cannon y deberemos tomar la carretera a la izquierda que nos conduce a las antenas de Sollube.",En las antenas de lo alto del monte Sollube.,,43.37105,-2.7643,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f96e9bea11128826f&hl=es&ie=UTF8&t=m&ll=43.395818,-2.740402&spn=0.099787,0.171318&z=12&output=embed"
BA04,SANT CELONI,"En la población de Sant Celoni, podemos empezar la subida en la plaza del Conde del Montseny, saliendo por la BV-5114 hacia Campins y Santa Fe del Montsemy. [ Mismo inicio que el BA02 Santa Fé ]","En el km. 3,9 tomamos la BV-5119 hacia Mosqueroles y La Costa del Montseny; ya no hay más dudas en los demás cruces porque están bien señalizados al Turó de l'Home, tal vez debamos estar algo más atentos al desvío a la izquierda del km. 19,5 desde Sant Celoni; a falta de 1,8 kms. para coronar, una barrera impide el acceso en coche en ciertas épocas del año, pero ningún problema para las bicis.",En las antenas de lo más alto del Turó de l'Home.,Asfalto malo los 6 últimos kms. (2014),41.77712,2.43617,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004e806cec4dd3134f6d&ie=UTF8&t=m&ll=41.73033,2.441025&spn=0.204974,0.342636&z=11&output=embed"
GR20e,OLÍAS,"En Olías. Para llegar a este pueblo sólo hay una carretera asfaltada, así que previamente deberemos bajar lo que luego será parte de la subida a las antenas de Lújar. Para ello, debermos situarnos en el km. 7,7 de la A-4131 entre Órgiva y Haza de Lino, y tomar el desvío indicado a Olías. Al llegar a la parte más baja del pueblo, damos media vuelta y comenzamos la ascensión.",Cuando llevamos 4 kms. dejaremos de ir hacia Rubite-Órgiva y nos desviamos a la izquierda hacia las antenas de Lújar.,"En las antenas de Lújar, tras superar a día de hoy (2013) una carretera muy rota y difícil para ruedas finas. NOTA",,36.82413,-3.40128,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7548fa288073ec50&hl=es&ie=UTF8&t=m&ll=36.827974,-3.377781&spn=0.054962,0.085659&z=13&output=embed"
GR20e,ÓRGIVA / LOS TABLONES,"En la A-348 entre Órgiva y Torvizcón, comenzaremos en el Puente de los 7 Ojos sobre el río Guadalfeo en dirección a Los Tablones, Torvizcón y Albuñol. [ Mismo inicio que el GR07 Cáñar y el GR14 Trévelez ]","Nos mantendremos en la A-348 en dirección a Torvizcón hasta el km. 4,3 en que seguimos por la derecha hacia Albuñol y Rubite por la A-4131; en el km. 12,1 se alcanza el Puerto Camacho, y debemos hacer un giro de 180º a la derecha hacia Olías y Lújar; y sólo 600 mts. más adelante, dejamos la carretera a Olías y nos desviamos a la derecha hacia las antenas de Lújar.","En las antenas de Lújar, tras superar a día de hoy (2013) una carretera muy rota y difícil para ruedas finas. NOTA",,36.82413,-3.40128,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f75488c47c5e1d23f&hl=es&ie=UTF8&t=m&ll=36.851054,-3.397179&spn=0.10989,0.171318&z=12&output=embed"
CC04,EX-382,"Nos situamos en la EX-382 entre Alcuéscar y Montánchez. Comenzaremos nuestra subida a la altura del cruce en dicha carretera, con las carretereras que llevan a Arroyomolinos, por la derecha, y a Albalá, a la izquierda. Cuando llevamos algo mas de dos kilómetros de ascensión debemos tomar otro cruce, en una rotonda, hacia la localidad de Montanchez, por la EX-281.","En el km. 2,5 nos desviamos hacia Montánchez; en el km. 3,7 entraremos en Montánchez y no abandonaremos la carretera principal, siguiendo indicaciones hacia la Plaza de Toros y Fuentes del Salor; en el km. 5,0 dejamos la derecha que sigue a la Plaza de Toros y continuamos rectos por carretera en peor estado; en el km. 7,0 habremos de superar un paso canadiense para adentrarnos en el último km. con las antenas a la vista.",En las antenas de Montánchez.,Tramos de cemento. Piso bastante malo al final (2015),39.21497,-6.12458,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7c52f7877f273338&hl=es&ie=UTF8&t=m&ll=39.213369,-6.152344&spn=0.053201,0.085659&z=13&output=embed"
ZA03,CARIÑENA,"A la salida de Cariñena, dirección Aguarón, aunque los primeros 800 mts son casi llanos.","A los 12 kms, un poco antes de coronar el puerto de Codos, un desvío a la derecha, por una pista de asfalto bastante deficiente (que cada uno suba hasta arriba según su criterio personal).",En las antenas del pico Valdemadera.,Asfalto muy malo en la parte final (2013),41.33007,-1.34434,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9d11fe939b20531e&hl=es&ie=UTF8&t=m&ll=41.332225,-1.281281&spn=0.103119,0.171318&z=12&output=embed"
ZA03,CODOS,"A la salida de Codos, dirección Cariñena, al cruzar el puente del río Grio.","A los 6,3 kms, justo después de coronar el puerto de Codos, un desvío a la izquierda, por una pista de asfalto bastante deficiente.",En las antenas del pico Valdemadera.,Asfalto muy malo en la parte final (2013),41.33007,-1.34434,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9d12af5478e14fb2&hl=es&ie=UTF8&t=m&ll=41.312113,-1.354408&spn=0.051576,0.085659&z=13&output=embed"
OU07,CASTRELO DO VAL,"Desde Verín, en la N-525, tomamos la carretera OU-113 hacia Castrelo do Val y Laza. Al entrar en Castrelo do Val, veremos el desvío hacia Gondulfes, punto de inicio de esta ascensión.","Antes de Gondulfes accedemos a la OU-114 y bordeamos Gondulfes por la izquierda; más adelante cruzamos Servoi y Fontefría; unos 2 kms. después de Fontefría se llega al Alto do Foxo, con cartel de puerto, y se toma a la derecha la pista asfaltada que indica hacia un reemisor de T.V.E.",En las antenas del reemisor de T.V.E.,,42.0384,-7.35086,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8096cab5ed88d503&hl=es&ie=UTF8&t=m&ll=42.015376,-7.387619&spn=0.102031,0.171318&z=12&output=embed"
SO07,DEZA,Nos situamos en Deza y tomamos la SO-P-3005 que indica hacia La Alameda.,"Subida poco común, ya que después de 3 kms de suave ascenso desde Deza, continua con casi 6 kms. totalmente planos que nos harán creer que hemos finalizado. Hay que estar atentos a los 8,1 kms. desde Deza en que veremos un desvío sin señalizar que girando a la izquierda, nos enfila hacia unas antenas.","En las antenas donde acaba el asfalto, punto más alto de la comarca, sin que nos haya impedido continuar un cartel que 1 km. antes nos dice que está prohibido el paso por ser propiedad de Retevisión.",,41.50786,-2.05258,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8a38acb4dd077d60&hl=es&ie=UTF8&t=m&ll=41.482091,-2.033501&spn=0.102882,0.171318&z=12&output=embed"
OU09,AS ERMITAS,"Desde el Santuario de As Ermitas, buscamos la parte baja junto al río, donde hay un aparcamiento, e iniciamos el ascenso para entrar en el pueblo, buscando la salida hacia la OU-533 Freixido-A Gudiña.","Cruzaremos la población, pasando por delante del Santuario; en el km. 2,0 alcanzamos la OU-533 y seguimos a la derecha hacia A Gudiña; en el km. 10,0 llegamos al Alto do Covelo, con cartel de puerto; debemos girar a la izquierda entre unas casas para hallar la continuación hacia A Veiga por la OU-0804; en menos de 400 mts. veremos el desvío a la derecha, sin señalizar, que nos conducirá hacia las antenas.",En las antenas donde termina el asfalto.,,42.24054,-7.09618,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f80989b6aba2994d5&hl=es&ie=UTF8&t=m&ll=42.259271,-7.112274&spn=0.101639,0.171318&z=12&output=embed"
OU09,FREIXIDO,"En la OU-533 que va de A Rúa de Valdeorras hacia A Gudiña, podemos considerar el inicio en el cruce que a la derecha nos llevaría a Freixido y Pobra de Trives.","Sin dejar en ningún momento la OU-533, a los 19,0 kms llegamos al Alto do Covelo, con cartel de puerto; debemos girar a la izquierda entre unas casas para hallar la continuación hacia A Veiga por la OU-0804; en menos de 400 mts. veremos el desvío a la derecha, sin señalizar, que nos conducirá hacia las antenas.",En las antenas donde termina el asfalto.,,42.24054,-7.09618,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f8099232702d3f5d0&hl=es&ie=UTF8&t=m&ll=42.300675,-7.144547&spn=0.203144,0.342636&z=11&output=embed"
MU06e,MU-603,"Nos situamos en la RM-603 entre Mazarrón y El Palmar. Si salimos de la pedanía de Casas Nuevas hacia El Palmar, a unos 2 kms. (exactamente es el km 16,800 de esta carretera) encontraremos un desvío hacia la derecha indicado ""Centro Emisor"", aquí empieza la subida, cruzando una puerta siempre abierta de entrada a una finca de naranjos. Por delante un larga recta y las antenas de Carrascoy justo arriba.","A los 7,5 kms. de dura ascensión, en un terreno más llano, seguimos recto, dejando a la izquierda una pista que nos lleva a otras antenas; casi 1 km. después, nuevamente nos sale una pista a la derecha hacia otras antenas, nosotros seguiremos rectos.","En las antenas más altas de la sierra de Carrascoy, con grandes vistas. NOTA",,37.84418,-1.27099,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f7b84496e06550293&hl=es&ie=UTF8&t=m&ll=37.853034,-1.301193&spn=0.054217,0.085659&z=13&output=embed"
AL03,LLODIO,Tomamos en el mismo centro de Llodio-Laudio la calle Landaluce en dirección a Okendo por Malkuartu.,"Cuando apenas llevemos recorrido 1 km. dejaremos la carretera a Okendo para tomar, a la izquierda, la que lleva a Larrazábal. Poco después de pasar este barrio, veremos una barrera que restringe el paso a vehículos, generalmente abierta.","En las antenas que coronan el monte más alto de la zona, con amplias vistas.",,43.13255,-3.00953,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f7baf83afc36d346a&hl=es&ie=UTF8&t=m&ll=43.136443,-2.982616&spn=0.050106,0.085659&z=13&output=embed"
MU11,CAMPILLO DE ADENTRO,"Si nos situamos en la E-16 que comunica el pueblo costero de Isla Plana con Cartegena, pasado el desvío a La Azohía veremos el cruce que nos lleva a la pedanía de Campillo de Adentro. El puerto comienza junto a las casas de Campillo, al cruzar la rambla seca en dirección a las antenas que vemos arriba.","Aunque veamos un cartel que anuncia zona militar, todas las instalaciones están abandonadas y abiertas al público. A los 3,7 kms. de ascensión, seguiremos rectos hacia las antenas, dejando a la izquierda una carretera que lleva a Castillitos.","En las antenas que coronan el monte más alto de la zona, presidiendo una bonita vista de la bahía de Mazarrón hasta el cabo de Cope. RECOMENDACIÓN",,37.55179,-1.15196,"https://maps.google.es/maps/ms?msa=0&msid=218028416192983371638.0004f7b7f02532643dea4&hl=es&ie=UTF8&t=m&ll=37.559071,-1.154165&spn=0.027216,0.04283&z=14&output=embed"
VA01,SIMAT DE VALDIGNA,Saliendo de Simat de Valdigna hacia Barx por la CV-675.,"Al llegar a la urbanización La Drova, se toma la calle principal a la izquierda que nos lleva a las antenas.","En las antenas que coronan la montaña, dominando una amplia panorámica.",Tramos de cemento.,39.00935,-0.26683,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f90f61a290c807684&hl=es&ie=UTF8&t=m&ll=39.021718,-0.291138&spn=0.053346,0.085659&z=13&output=embed"
VA01,GANDÍA,"Saliendo de Gandía hacia Barx por la CV-675, al pasar bajo la autopista AP-7.","En el km. 9 está el Alto de la Drova y le siguen 2 kms de llano, y al llegar a la urbanización La Drova, se toma la calle principal a la derecha que nos lleva a las antenas.","En las antenas que coronan la montaña, dominando una amplia panorámica.",Tramos de cemento.,39.00935,-0.26683,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f90f5c179a051d0b8&hl=es&ie=UTF8&t=m&ll=38.988769,-0.255089&spn=0.106742,0.171318&z=12&output=embed"
VA02,TORRES TORRES,"En la CV-310 entre Torres-Torres y Náquera, la subida comienza en las proximidades de El Tochar, al cruzar un barranco.","Justo después de coronar el Alto del Oronet, con cartel de puerto, nos desviamos a la izquierda hacia Barraix y El Garbi. Al pasar junto a un restaurante, dejamos Barraix para seguir hacia la derecha a El Garbi. Y poco más adelante, el desvío definitivo a la derecha hacia las antenas.","En las antenas que coronan la montaña, dominando una amplia panorámica.",,39.69123,-0.4002,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f90f55423ef6a0eef&hl=es&ie=UTF8&t=m&ll=39.709036,-0.401001&spn=0.052824,0.085659&z=13&output=embed"
VA02,NÁQUERA,"Si vamos de Bétera a Náquera por la CV-310, cuando queda 1 km. para llegar a Náquera, en una rotonda donde sale a la derecha la carretera a Massamagrell. Tomamos dirección Náquera y Serra.","No dejaremos la CV-310 hasta después de pasar Serra, poco antes de alcanzar el alto del Oronet con cartel de puerto,en que nos desviamos a la derecha hacia Barraix y El Garbi. Al pasar junto a un restaurante, dejamos Barraix para seguir hacia la derecha a El Garbi. Y poco más adelante, el desvío definitivo a la derecha hacia las antenas.","En las antenas que coronan la montaña, dominando una amplia panorámica.",,39.69123,-0.4002,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f90f4eaa56121c24f&hl=es&ie=UTF8&t=m&ll=39.679184,-0.411301&spn=0.105693,0.171318&z=12&output=embed"
HU10,ARGUIS,"En la N-330 entre Huesca y Sabiñánigo, subiendo el puerto de Monrepós encontraremos el desvío a Arguis. Nada más dejar la nacional, junto al Centro de Interpretación de Arguis, iniciamos el ascenso.","Para llegar a este punto en bici inevitablemente habremos de meternos en la futura autovía que actualmente (2013) está en obras, o llegar en coche; 500 mts. después de Arguis se ignora la carretera que por la izquierda va a Bentué de Rasal y continuamos hacia la derecha hacia Sierra de Guara; 3 kms. más adelante, se toma el desvío a la derecha junto a unas casas que eran el Mesón Nuevo.",En las antenas que culminan el pico más alto de la zona. COMENTARIO,,42.30043,-0.40266,"https://maps.google.es/maps/ms?msa=0&msid=201849215099252397790.0004f9c342bc32490e5a0&hl=es&ie=UTF8&t=m&ll=42.312735,-0.418339&spn=0.050776,0.085659&z=13&output=embed"
